General,number_of_battles,WAR,aWAR
Salman Raduyev,1,-1.0459807064174789,-1.0459807064174789
Salman the Persian,1,0.9506170687517902,0.9506170687517902
Sam Houston,1,0.9517816306048981,0.9517816306048981
Sam Manekshaw,1,0.7379384560772649,0.7379384560772649
Sam Steele,1,-1.0484097367036054,-1.0484097367036054
Samuel Appleton (born 1625),1,0.9512025679087067,0.9512025679087067
Samuel B. Maxey,1,0.9333010044450594,0.9333010044450594
Samuel Barrington,1,0.9505596993378252,0.9505596993378252
Samuel Barron (1809–1888),1,-1.0481486357282237,-1.0481486357282237
Samuel C. Means,1,-1.0484391699044666,-1.0484391699044666
Samuel D. Sturgis,5,-1.211264907838997,-0.2422529815677994
Samuel Elbert,1,0.951218392210245,0.951218392210245
Samuel Gibbs French,2,-1.0959759351294092,-0.5479879675647046
Samuel Graves,1,0.9525159849363842,0.9525159849363842
"Samuel Hood, 1st Viscount Hood",5,0.7521642760208764,0.1504328552041753
Samuel Jones (Confederate Army officer),1,0.9518830128748529,0.9518830128748529
Samuel L. Howard,1,-1.0525477915558665,-1.0525477915558665
Samuel Leslie,1,-1.048379144298731,-1.048379144298731
Samuel Lockwood,1,0.9505350988698219,0.9505350988698219
Samuel Merrill (Iowa),1,-0.04867083767898706,-0.04867083767898706
Samuel P. Heintzelman,1,0.9515662103580564,0.9515662103580564
Samuel Read Anderson,1,-1.0468510430020845,-1.0468510430020845
Samuel Ryan Curtis,4,1.7858527583919637,0.4464631895979909
Samuel Smith (Maryland),2,-0.09516467313789523,-0.047582336568947614
Samuel Whiteside,1,-0.04852841896514251,-0.04852841896514251
Samuel of Bulgaria,1,-1.0484331566698821,-1.0484331566698821
Samvel Babayan,1,0.9515662103580564,0.9515662103580564
Sanada Masayuki,1,0.8819396000756414,0.8819396000756414
Sanada Yukitaka,1,0.9503005827210246,0.9503005827210246
Sancho Manuel de Vilhena,1,0.9239210023333517,0.9239210023333517
Sancho Ramírez,1,-1.0484337896419436,-1.0484337896419436
Sancho VII of Navarre,1,0.9474522084441336,0.9474522084441336
Sancho d'Avila,2,1.9133398714463512,0.9566699357231756
Sandy Woodward,1,0.9486898768261961,0.9486898768261961
Sanjak of Herzegovina,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Klis,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Krka,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Kruševac,1,0.8602389148489482,0.8602389148489482
Sanjak of Pakrac,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Pojega,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Zvornik,1,-1.0528642775866321,-1.0528642775866321
Sanjak of Üsküp,1,0.8602389148489482,0.8602389148489482
Sanji Iwabuchi,1,-1.0430532106328965,-1.0430532106328965
Santiago Álvarez (general),1,0.916120091398333,0.916120091398333
Saphrax,1,0.9679446789362103,0.9679446789362103
Sarath Fonseka,7,5.6447081169942095,0.8063868738563157
Sardar,2,-0.08093684456421824,-0.04046842228210912
Sardarilal Mathradas Nanda,2,1.6886419879159846,0.8443209939579923
Sarel Cilliers,1,0.9514292786468447,0.9514292786468447
Sartaj Singh (general),1,0.7379384560772649,0.7379384560772649
Saru Pira Ustajlu,1,-1.0294443113099732,-1.0294443113099732
Sarus the Goth,1,0.9515662103580564,0.9515662103580564
Sarvepalli Radhakrishnan,2,-1.2278451375793122,-0.6139225687896561
Sassa Narimasa,1,-1.0326091716176298,-1.0326091716176298
Satake Yoshiaki,1,-1.0805568052786276,-1.0805568052786276
Satake Yoshinobu,1,0.9510917977979387,0.9510917977979387
Satanta (chief),2,-1.0962023256472178,-0.5481011628236089
Satomi Yoshihiro,1,-1.0805568052786276,-1.0805568052786276
Saud bin Abdul-Aziz bin Muhammad bin Saud,3,-1.1383377267908938,-0.37944590893029795
Sayenqueraghta,2,-0.09522596624230573,-0.04761298312115286
Sayf al-Dawla,1,0.9517564184625465,0.9517564184625465
Sayyed Sharif al-Din Ali Shirazi,1,-1.0294443113099732,-1.0294443113099732
Scarface Charley,1,0.9515497530844566,0.9515497530844566
Schalk Willem Burger,1,0.9539526180358406,0.9539526180358406
Scindia,1,-0.9948475366595002,-0.9948475366595002
Scipio Aemilianus,2,1.884143575356204,0.942071787678102
Scipio Africanus,5,4.731438805650552,0.9462877611301105
Sebastian of Portugal,1,-1.0553623824274847,-1.0553623824274847
Sebastiano Venier,1,0.9120541847776201,0.9120541847776201
Sebastián de Eslava,1,0.952674227951767,0.952674227951767
Sefer Halilović,1,-0.0705874953095092,-0.0705874953095092
Seguin de Badefol,1,0.9563138173055721,0.9563138173055721
Seiichi Itō,1,-1.0148859538947526,-1.0148859538947526
Seishirō Itagaki,5,0.8909034915542562,0.17818069831085123
Seizo Ishikawa,1,-1.0481802843313002,-1.0481802843313002
Selam Musai,1,0.9476104514595164,0.9476104514595164
Seleucus I Nicator,4,3.995640242591092,0.998910060647773
Seleucus IV Philopator,1,-1.0326091716176298,-1.0326091716176298
Selim I,3,2.8072177897230115,0.9357392632410039
Selwyn Porter,1,0.9422301889365001,0.9422301889365001
Semyon Budyonny,6,-2.171925145994152,-0.3619875243323587
Semyon Timoshenko,6,-2.607055497400969,-0.4345092495668282
Sentarō Ōmori,1,-1.0614736603707544,-1.0614736603707544
Seon Geoi,1,0.9506170687517902,0.9506170687517902
Seong Su-gyeong,1,0.9535603888379108,0.9535603888379108
Sepp Dietrich,1,-1.0484331566698821,-1.0484331566698821
Septimius Severus,1,0.9309949348443192,0.9309949348443192
Serapion (strategos),2,-1.693301607527431,-0.8466508037637155
Sergei Bagapsh,1,0.9512500408133215,0.9512500408133215
Sergey Kamenev,1,-1.009822177402502,-1.009822177402502
Sergio Osmeña,3,0.7115661288944097,0.2371887096314699
Sergius I of Constantinople,1,0.9477686944748992,0.9477686944748992
Serlo II of Hauteville,1,0.9501389922471013,0.9501389922471013
Seron (Syrian governor),1,-1.0471675290328502,-1.0471675290328502
Seth Warner,1,0.9508227846717878,0.9508227846717878
Settimio Piacentini,1,-1.0421037525405996,-1.0421037525405996
Seventh Army (Ottoman Empire),1,-1.0225159868040674,-1.0225159868040674
Sextus Pompey,1,-1.0915832234242793,-1.0915832234242793
Seydi Ali Reis,2,-0.09041737700835883,-0.04520868850417942
Seyoum Mengesha,2,-2.0620534829276025,-1.0310267414638012
Seán Mac Diarmada,1,-1.0488290806943699,-1.0488290806943699
Shabeg Singh,1,-1.0483701759497597,-1.0483701759497597
Shacknasty Jim,1,0.9515497530844566,0.9515497530844566
Shah,1,0.9523844269484543,0.9523844269484543
Shah Alam II,1,-1.0559900174835253,-1.0559900174835253
Shah Dauran (Militant),1,-1.0476422580789986,-1.0476422580789986
Shahghali,1,0.9515662103580564,0.9515662103580564
Shahin Vahmanzadegan,1,0.951566843330118,0.951566843330118
Shahrbaraz,4,0.8315859392956942,0.20789648482392356
Shahrukh Mirza,1,0.9072584825368945,0.9072584825368945
Shaker al-Absi,1,-1.04827523014053,-1.04827523014053
Shalmaneser III,1,-0.20415289240813186,-0.20415289240813186
Shalva of Akhaltsikhe,1,0.9309949348443192,0.9309949348443192
Sham Singh Atariwala,1,-1.054110661504313,-1.054110661504313
Shamil Basayev,3,-1.142531166698539,-0.3808437222328463
Shamoke,1,-1.0357740319252864,-1.0357740319252864
Shan Xiongxin,1,-1.0136200097716899,-1.0136200097716899
Shane O'Neill (son of Conn),2,-0.09750023485938764,-0.04875011742969382
Shapur I,3,2.8546992640462308,0.9515664213487436
Shapur II,1,-0.04843378964194358,-0.04843378964194358
Sharif Sheikh Ahmed,2,1.9089244315651552,0.9544622157825776
Sharifian Army,1,0.8104907296405299,0.8104907296405299
Shaul Mofaz,1,0.9515662103580564,0.9515662103580564
Shavendra Silva,3,2.8388398325585324,0.9462799441861774
Shehu Musa Yar'Adua,1,0.9515662103580564,0.9515662103580564
Sheikh Mohamed Ibrahim Hayle,1,-1.0515983334635695,-1.0515983334635695
Shemr,1,0.9461862643210709,0.9461862643210709
Shen Yin Shu,1,-0.9693119654644972,-0.9693119654644972
Sher Muhammad Qusab,1,-1.0476422580789986,-1.0476422580789986
Sher Singh Attariwalla,3,0.866878955711249,0.28895965190374967
Shi Hui (Spring and Autumn period),1,-1.0484331566698821,-1.0484331566698821
Shi Tianze,1,1.7023776343934292,1.7023776343934292
Shi Wanbao,1,0.9357422253058041,0.9357422253058041
Shiban,1,0.9610611077670571,0.9610611077670571
Shibata Katsuie,4,-2.162243532562468,-0.540560883140617
Shibata Katsusada,1,-1.0525477915558665,-1.0525477915558665
Shibl al-Dawla Nasr,1,0.9519937829856209,0.9519937829856209
Shichizo Miyauchi,1,0.9388254360871544,0.9388254360871544
Shiek Ali al-Sauidi,1,-0.043369696663662215,-0.043369696663662215
Shigematsu Sakaibara,1,0.9480424942501765,0.9480424942501765
Shigeru Honjō,1,0.966757856320839,0.966757856320839
Shigetaro Amakasu,1,-1.0295373922923992,-1.0295373922923992
Shigeyoshi Inoue,3,2.841375101212326,0.947125033737442
Shim Dae-seung,1,0.9535603888379108,0.9535603888379108
Shima Sakon,1,-1.074350514215313,-1.074350514215313
Shimazu Hisayasu,1,0.8819396000756414,0.8819396000756414
Shimazu Toyohisa,1,-1.074350514215313,-1.074350514215313
Shimazu Yoshihiro,6,1.5546880177005964,0.25911466961676605
Shimon Avidan,1,0.9143794182291218,0.9143794182291218
Shimozuma Rairen,1,-1.043686182694428,-1.043686182694428
Shin Bet,1,0.8958649854293306,0.8958649854293306
Shin Ho,1,-1.0452686128482562,-1.0452686128482562
Shin Hyun-joon (general),1,0.937181095602726,0.937181095602726
Shin Rip,1,-1.0294443113099732,-1.0294443113099732
Shin Sung-mo,1,0.9066862757932701,0.9066862757932701
Shirkuh,1,-0.04843315666988205,-0.04843315666988205
Shiro Inaba,1,-1.0295373922923992,-1.0295373922923992
Shiro Makino,1,-1.0274458331459446,-1.0274458331459446
Shizuichi Tanaka,2,-0.02233341569191949,-0.011166707845959745
Shizuo Sakaguchi,1,0.9558128221605589,0.9558128221605589
Shlomo Erell,1,0.9033317414381905,0.9033317414381905
Shlomo Yossi Yafe,1,0.9515662103580564,0.9515662103580564
Shmuel Gonen,2,-0.18044852528082866,-0.09022426264041433
Shoshenq I,1,0.9515662103580564,0.9515662103580564
Shuja-ud-Daula,2,-0.5444190451187085,-0.27220952255935427
Shunji Isaki,2,-0.09268084798341891,-0.046340423991709456
Shunroku Hata,2,2.0157379889823863,1.0078689944911932
Shurahbil ibn Amr,1,0.9547313871517438,0.9547313871517438
Shurahbil ibn Hasana,3,2.8649850600461146,0.9549950200153715
Shōji Nishimura,3,-1.1199605522776146,-0.3733201840925382
Shōni Sukeyoshi,1,0.9484016665364305,0.9484016665364305
Siad Barre,1,-1.023684265550038,-1.023684265550038
Siamun,1,0.9515662103580564,0.9515662103580564
Sidney Sherman,1,0.9517816306048981,0.9517816306048981
Sidney Smith (Royal Navy officer),2,-2.1168940958756757,-1.0584470479378378
Siege of Fort Harrison,1,-1.0486233647743721,-1.0486233647743721
Siegfried II of Westerburg,1,-1.077289588441917,-1.077289588441917
Sigismund Báthory,1,-1.0365608039050003,-1.0365608039050003
Sigismund III Vasa,1,0.9456973120750313,0.9456973120750313
Sigismund Korybut,2,-0.11533778453452603,-0.05766889226726302
Sigismund Kęstutaitis,1,0.954573144136361,0.954573144136361
Sigismund van Schoppe,1,-1.0498336569917763,-1.0498336569917763
"Sigismund, Holy Roman Emperor",4,-4.159395158285577,-1.0398487895713941
Sigobert the Lame,1,0.9515662103580564,0.9515662103580564
Sigtrygg Silkbeard,2,-2.0947778220227415,-1.0473889110113708
Sigurd the Stout,1,-1.0463446653528594,-1.0463446653528594
Sikandar Shah Suri,1,-1.0231145906946597,-1.0231145906946597
Sikelgaita,1,0.9794711225935837,0.9794711225935837
Silahdar Damat Ali Pasha,1,-0.9908130560971591,-0.9908130560971591
Silas H. Stringham,1,0.9505596993378252,0.9505596993378252
Sima Xin,1,-0.9851362670027803,-0.9851362670027803
Sima Yi,1,-0.11173067930904534,-0.11173067930904534
Simeon Bekbulatovich,1,-1.0433696966636623,-1.0433696966636623
Simeon I of Bulgaria,2,1.884143575356204,0.942071787678102
Simmias of Macedon,1,0.936691683398101,0.936691683398101
Simon Bolivar Buckner,1,-1.0433155775524012,-1.0433155775524012
Simon Bolivar Buckner Jr.,2,1.6863401226136956,0.8431700613068478
Simon Fraser of Balnain,1,-1.0463446653528594,-1.0463446653528594
Simon Girty,1,0.9516772969548551,0.9516772969548551
Simon Grundel-Helmfelt,2,1.7986139740738243,0.8993069870369121
Simon Spoor,2,1.9413803905062048,0.9706901952531024
Simon bar Giora,3,-0.12947580144342458,-0.04315860048114153
"Simon de Montfort, 5th Earl of Leicester",1,0.942355642109852,0.942355642109852
"Simon de Montfort, 6th Earl of Leicester",2,-0.09686694631182569,-0.04843347315591284
Simon of Dover,1,0.9452368062287739,0.9452368062287739
Simón Bolívar,1,0.9249318016112638,0.9249318016112638
Simón de Anda y Salazar,1,-1.0454724298520692,-1.0454724298520692
Sinan Pasha (Ottoman admiral),1,0.9547313871517438,0.9547313871517438
Sinfray,1,-0.9974123196914583,-0.9974123196914583
Sir,2,-0.0996591262047739,-0.04982956310238695
"Sir Archibald Campbell, 1st Baronet",2,1.885726321996063,0.9428631609980315
"Sir Charles Green, 1st Baronet",1,0.9521994989056185,0.9521994989056185
"Sir Charles Knowles, 1st Baronet",1,0.9505596993378252,0.9505596993378252
"Sir Charles Thompson, 1st Baronet",1,0.948402211824407,0.948402211824407
"Sir David Baird, 1st Baronet",2,1.897041547782515,0.9485207738912576
"Sir Fenton Aylmer, 13th Baronet",1,-1.0648007066176566,-1.0648007066176566
"Sir George Cockburn, 10th Baronet",1,-1.049066445217444,-1.049066445217444
"Sir George Pollock, 1st Baronet",1,0.9474522084441336,0.9474522084441336
"Sir Harry Smith, 1st Baronet",2,1.8986408651963065,0.9493204325981532
"Sir Henry Johnson, 1st Baronet",1,0.9521994989056185,0.9521994989056185
Sir Hugh O'Donnell,1,0.9521994989056185,0.9521994989056185
"Sir Hyde Parker, 5th Baronet",1,-0.049440300662174703,-0.049440300662174703
"Sir James Outram, 1st Baronet",2,-0.10414612501943599,-0.05207306250971799
"Sir John Hamilton, 1st Baronet, of Woodbrook",1,0.9768854093053402,0.9768854093053402
"Sir John Johnson, 2nd Baronet",1,0.95172476985947,0.95172476985947
"Sir John Robinson, 1st Baronet, of Toronto",1,-1.0486550133774488,-1.0486550133774488
"Sir Samuel Cornish, 1st Baronet",1,0.9461492332137825,0.9461492332137825
Sir Thomas Kyriell,1,-1.0470092860174673,-1.0470092860174673
"Sir Thomas Willshire, 1st Baronet",1,0.9514557567333192,0.9514557567333192
"Sir William Erskine, 1st Baronet",1,0.9578962474594004,0.9578962474594004
"Sir William Erskine, 2nd Baronet",1,0.9541617122963656,0.9541617122963656
"Sir William Johnson, 1st Baronet",1,0.9528150642354577,0.9528150642354577
"Sir William Parker, 1st Baronet, of Harburn",1,0.948402211824407,0.948402211824407
Sir William Rollo,1,0.9506453072504069,0.9506453072504069
Siraj ud-Daulah,1,-0.9974123196914583,-0.9974123196914583
Sirajuddin Haqqani,1,-0.04833852734668312,-0.04833852734668312
Sitalces II,1,0.8811265679704487,0.8811265679704487
Sitting Bear,1,-0.04799039271284089,-0.04799039271284089
Sitting Bull,3,-1.1448256904215899,-0.3816085634738633
Sivanadan Somasekaran,2,-2.0968663133397643,-1.0484331566698821
Sokollu Mehmed Pasha,1,-1.0603016993096253,-1.0603016993096253
Solomon II of Imereti,1,-1.0493829312482097,-1.0493829312482097
Song Shilun,1,0.9990394314589366,0.9990394314589366
Song Yeo-jong,1,0.9534363493557164,0.9534363493557164
Song Zheyuan,3,-1.1465980121938775,-0.38219933739795914
Sophron of Ephesus,1,-1.0484328401838512,-1.0484328401838512
Sopolis of Macedon,1,0.936691683398101,0.936691683398101
Sorley Boy MacDonnell,1,-1.0484331566698821,-1.0484331566698821
South Wales Borderers,1,0.9478199804573335,0.9478199804573335
Southern Command (India),1,0.7379384560772649,0.7379384560772649
Southern Command (Israel),2,1.8464820541811209,0.9232410270905604
Soviet order of battle for invasion of Poland in 1939,1,0.3185944653127619,0.3185944653127619
Sparton,1,0.9515662103580564,0.9515662103580564
Spitamenes,1,-1.0484331566698821,-1.0484331566698821
Spithridates,1,-0.8922647111127772,-0.8922647111127772
Spotted Elk,1,-1.048395494832221,-1.048395494832221
Spurius Postumius Albinus,1,-1.0484337896419436,-1.0484337896419436
Sreten Lukić,1,0.9514082838287043,0.9514082838287043
St. John Richardson Liddell,1,-1.0471675290328502,-1.0471675290328502
Stan Arthur,1,0.6488159898136543,0.6488159898136543
Stand Watie,1,0.9520032775665438,0.9520032775665438
Stanislav Galić,1,-0.0443191547559592,-0.0443191547559592
"Stanisław ""Rewera"" Potocki",1,0.9396360708853199,0.9396360708853199
Stanisław Chodecki,1,-1.0721699254633374,-1.0721699254633374
Stanisław Haller,1,0.9510285005917856,0.9510285005917856
Stanisław Jan Jabłonowski,1,0.9230827840751775,0.9230827840751775
Stanisław Koniecpolski,3,-0.2109644331957259,-0.07032147773190862
Stanisław Lanckoroński (hetman),1,1.1440128583286975,1.1440128583286975
Stanisław Lubomirski (1583–1649),1,0.9341597951519758,0.9341597951519758
Stanisław Mokronowski,1,0.9497388200164155,0.9497388200164155
Stanisław Sosabowski,1,-1.0484337896419436,-1.0484337896419436
Stanisław Wrzaliński,1,0.9610611077670571,0.9610611077670571
Stanisław Żółkiewski,2,-0.10200024299073485,-0.05100012149536742
Stanley A. McChrystal,1,0.9449203201980083,0.9449203201980083
Stanoje Glavaš,1,0.9420719459211173,0.9420719459211173
Steen Andersen Bille (1751–1833),1,-1.042478698561283,-1.042478698561283
Stefan Czarniecki,3,3.0464908926732965,1.0154969642244323
Stefan Lazarević,2,-0.07629535431205747,-0.038147677156028736
Sten Sture the Elder,1,0.9488130983764259,0.9488130983764259
Stepa Stepanović,4,3.6662717385952535,0.9165679346488134
Stepan Khrulev,1,-1.0405213223867713,-1.0405213223867713
Stephanus Roos,1,0.9514241081302426,0.9514241081302426
Stephen Bauzan,1,-1.0484331566698821,-1.0484331566698821
Stephen Clegg Rowan,2,1.8957682298255991,0.9478841149127996
Stephen D. Lee,3,-1.0641280543637128,-0.35470935145457094
Stephen Decatur,1,0.9514226943431926,0.9514226943431926
Stephen Dodson Ramseur,1,-1.0473890692543861,-1.0473890692543861
Stephen F. Austin,1,0.9517564184625465,0.9517564184625465
Stephen G. Burbridge,1,-1.0500159033097411,-1.0500159033097411
Stephen G. Hicks,1,-1.0489268540776997,-1.0489268540776997
Stephen II Lackfi,1,-1.0440026687251935,-1.0440026687251935
Stephen III of Moldavia,4,3.786500133677809,0.9466250334194523
Stephen Trigg,1,-1.0484910736135122,-1.0484910736135122
Stephen V Báthory,1,0.9472939654287508,0.9472939654287508
Stephen V of Hungary,1,-1.0207409454639174,-1.0207409454639174
Stephen Van Rensselaer,1,-1.049556998565131,-1.049556998565131
Stephen W. Kearny,4,3.805296394178083,0.9513240985445207
"Stephen, Count of Blois",2,1.8368373524035944,0.9184186762017972
Steppe Front,2,0.14366243707007798,0.07183121853503899
Sterling Price,15,-3.7002505305447726,-0.24668336870298485
Stibor of Stiboricz,1,-1.0440026687251935,-1.0440026687251935
Stig Andersen Hvide,1,-1.0484331566698821,-1.0484331566698821
Stilicho,2,1.8888908658176888,0.9444454329088444
Stiliyan Kovachev,1,-1.0872803535490927,-1.0872803535490927
Stone Eater,1,-1.0486233647743721,-1.0486233647743721
Stonewall Jackson,12,5.479648141806268,0.45663734515052234
Strategos,1,0.9515662103580564,0.9515662103580564
Strong Vincent,1,-0.04843378964194358,-0.04843378964194358
Structure of the Pakistan Army,1,-0.932916071926446,-0.932916071926446
Su Dingfang,1,0.9484016665364305,0.9484016665364305
Su Yu,2,0.12087544285495033,0.060437721427475166
Subashi (general),1,-1.064257774694196,-1.064257774694196
Subutai,2,1.906297913995831,0.9531489569979155
Successianus,1,-1.0262794510023163,-1.0262794510023163
Sudas,1,0.9515662103580564,0.9515662103580564
Sudirman,1,-1.1117306793090453,-1.1117306793090453
Sudomo,1,0.9515662103580564,0.9515662103580564
Sue Harukata,1,-1.054763193771226,-1.054763193771226
Sueridas,1,-0.04843315666988205,-0.04843315666988205
Sufi Muhammad,1,0.9517722427640849,0.9517722427640849
Suganuma Sadamichi,1,-1.0484176488543746,-1.0484176488543746
Suharto,1,0.940489515767289,0.940489515767289
Suicide,1,-1.0421037525405996,-1.0421037525405996
Sukarno,1,-1.0484337896419436,-1.0484337896419436
Sulaiman Shah,1,-1.0326091716176298,-1.0326091716176298
Sule Apollo,1,0.9515662103580564,0.9515662103580564
Suleiman II (Rûm),1,-1.008872719310205,-1.008872719310205
Suleiman Mahmoud,1,-0.05001590330974113,-0.05001590330974113
Suleiman ibn Qutulmish,1,0.9594786776132287,0.9594786776132287
Suleiman the Magnificent,2,-0.1789276140539866,-0.0894638070269933
Sulim Yamadayev,1,0.9547313871517438,0.9547313871517438
Sulla,3,2.8292224550556258,0.9430741516852086
Sultan,1,-1.0057078590025483,-1.0057078590025483
Sultan Al Homoud Ibn Rashid,1,-1.0522313055251007,-1.0522313055251007
Sultan Huseyn,1,0.9072584825368945,0.9072584825368945
Sultan Khan (Commander),1,-1.0476422580789986,-1.0476422580789986
Sultan Sosnaliyev,1,0.9504588257364074,0.9504588257364074
Sultan bin Bajad Al-Otaibi,2,1.885726321996063,0.9428631609980315
Sultanzade,1,-1.0528642775866321,-1.0528642775866321
Suluk (Turgesh khagan),2,-0.07977670065047981,-0.03988835032523991
Sun Bin,2,1.6879225527675237,0.8439612763837618
Sun Dianying,1,-1.054763193771226,-1.054763193771226
Sun Kaihua,1,0.9518830128748529,0.9518830128748529
Sun Lianzhong,4,-0.8410998074508484,-0.2102749518627121
Sun Tzu,1,0.9420719459211173,0.9420719459211173
Sun Zhen,2,-0.36588007246263876,-0.18294003623131938
Sunicas,2,-0.16026394976197378,-0.08013197488098689
Sunitai,1,0.9088409126907228,0.9088409126907228
Sunshu Ao,1,0.9515662103580564,0.9515662103580564
Supreme Allied Commander,1,0.3020425623897486,0.3020425623897486
Supreme Headquarters Allied Expeditionary Force,1,0.9515662103580564,0.9515662103580564
Supreme Leader of Iran,1,-0.21300328752288314,-0.21300328752288314
Surat Huseynov,1,-1.0484331566698821,-1.0484331566698821
Surena,1,1.0530416512831304,1.0530416512831304
Susumu Morioka,1,0.9753029791515119,0.9753029791515119
Sutomo,1,-1.054763193771226,-1.054763193771226
Suwa Morinao,1,-1.0525477915558665,-1.0525477915558665
Suwa Yorishige,3,-3.141882370335469,-1.0472941234451563
Sverker II of Sweden,1,-1.0531807636173978,-1.0531807636173978
Svetozar Boroević,7,-2.965846675448944,-0.42369238220699196
Sviatopolk II of Kiev,1,-1.0484337896419436,-1.0484337896419436
Sviatoslav I of Kiev,2,-2.0652183432352595,-1.0326091716176298
Swaran Singh,1,0.7379384560772649,0.7379384560772649
Swedish jarls,1,-1.04827523014053,-1.04827523014053
Sweyn Forkbeard,1,0.961634801906706,0.961634801906706
Syed Ahmed Orlat,1,-1.0478005010943814,-1.0478005010943814
Syed Mohammad Ahsan,2,-0.9115116511790071,-0.45575582558950356
Syphax,1,-1.038938892232943,-1.038938892232943
Sébastien Le Prestre de Vauban,4,3.438108325868129,0.8595270814670323
Sébastien Lespès,1,-1.0492964681612802,-1.0492964681612802
Sökmen (Artuqid),2,-0.07724449591832372,-0.03862224795916186
Süleyman Hüsnü Paşa,5,-5.189314198641698,-1.0378628397283396
Süleyman Çelebi,1,-1.0215321605408314,-1.0215321605408314
Sędziwój Ostroróg,1,0.9509335547825558,0.9509335547825558
Sō Yoshitoshi,4,1.7774658785766735,0.44436646964416837
Sōsaku Suzuki,2,-2.065751753317356,-1.032875876658678
Tachibana Dōsetsu,1,-1.0488649706585964,-1.0488649706585964
Tachibana Muneshige,3,0.8133981535173426,0.2711327178391142
Tadamichi Kuribayashi,2,-0.10183852966100482,-0.05091926483050241
Taddeo d'Este,1,-1.0484331566698821,-1.0484331566698821
Tadeusz Bór-Komorowski,1,-1.0593522412173282,-1.0593522412173282
Tadeusz Jordan-Rozwadowski,1,0.914221175213739,0.914221175213739
Tadeusz Kościuszko,2,-2.1072816190101396,-1.0536408095050698
Tadeusz Kutrzeba,3,-2.7183607639648595,-0.9061202546549532
Tadeusz Pełczyński,1,-1.0593522412173282,-1.0593522412173282
Tadhg Ó Cellaigh,1,-1.0484337896419436,-1.0484337896419436
Tadun,1,0.8488853366601907,0.8488853366601907
Taha Yassin Ramadan,1,-0.03223747927035228,-0.03223747927035228
Tahmasp Khan Jalayer,1,0.9523844269484543,0.9523844269484543
Tahsin Yazıcı,1,-1.1290016384939583,-1.1290016384939583
Taira no Koremori,2,-2.0747129241582294,-1.0373564620791147
Taira no Munemori,2,-2.032142004423245,-1.0160710022116226
Taira no Noritsune,2,-2.0952841996719664,-1.0476420998359832
Taira no Shigehira,2,-0.09544275917338019,-0.047721379586690094
Taira no Tadanori,1,-1.0468510430020845,-1.0468510430020845
Taira no Tomomori,2,-0.03230056392465863,-0.016150281962329316
Taisun Khan,1,0.9452368062287739,0.9452368062287739
Taj al-Din Shah-i Shahan Abu'l Fath,1,0.9072584825368945,0.9072584825368945
Tajuddin Ahmad,1,0.7379384560772649,0.7379384560772649
Takashi Sakai,1,0.9557434187224875,0.9557434187224875
Takasugi Shinsaku,1,-1.0449873754279104,-1.0449873754279104
Takatsugu Jōjima,1,-1.0471408858905484,-1.0471408858905484
Takayama Shigetama,1,0.9610611077670571,0.9610611077670571
Takeda Katsuyori,4,-0.20671013637107416,-0.05167753409276854
Takeda Nobukado,1,-1.0531807636173978,-1.0531807636173978
Takeda Nobushige,1,-0.05476319377122607,-0.05476319377122607
Takeda Nobutora,1,0.9540984150902125,0.9540984150902125
Takeda Nobutoyo,1,-1.0531807636173978,-1.0531807636173978
Takeda Shingen,18,12.090567294135532,0.6716981830075296
Takeichi Nishi,1,-1.0575819483834923,-1.0575819483834923
Takenaka Shigeharu,1,-1.0484331566698821,-1.0484331566698821
Takeo Itō,1,0.9517960515847664,0.9517960515847664
Takeo Kurita,3,-1.1216178625779842,-0.3738726208593281
Takeo Manjome,1,-1.0383059201714115,-1.0383059201714115
Takeo Takagi,3,0.8563638655542773,0.2854546218514258
Takeshi Takashina,1,-1.0421228927821617,-1.0421228927821617
Takezaki Suenaga,1,0.9484016665364305,0.9484016665364305
Takigawa Kazumasu,2,-0.08737236538885584,-0.04368618269442792
Taksony of Hungary,1,-1.0484331566698821,-1.0484331566698821
Takuma Nishimura,2,2.0187741213161337,1.0093870606580668
Takuro Matsui,2,2.0187741213161337,1.0093870606580668
Talhah,1,-1.038938892232943,-1.038938892232943
Talk:Battle of Aksu (717),1,0.9515662103580564,0.9515662103580564
Talk:Battle of Vyazma,1,-1.0367234900175832,-1.0367234900175832
Tamon Yamaguchi,1,0.9480424942501765,0.9480424942501765
Tamás Erdődy,1,0.9531647812994538,0.9531647812994538
Tan Zhenlin,1,1.1604473071494246,1.1604473071494246
Tanacharison,1,0.9515500695704874,0.9515500695704874
"Tancred, Prince of Galilee",6,3.5784628625670467,0.5964104770945078
Tang Ching-sung,1,-1.0446356407867248,-1.0446356407867248
Tang Enbo,5,0.3473473575824042,0.06946947151648084
Tang Jiahui,1,0.9515662103580564,0.9515662103580564
Tang Shengzhi,1,-1.080082076232479,-1.080082076232479
Tang Yulin,1,-1.054763193771226,-1.054763193771226
Tang of Shang,1,0.9534654430286812,0.9534654430286812
Tapishwar Narain Raina,1,0.7379384560772649,0.7379384560772649
Tarik Sulayman,1,-1.047608474673726,-1.047608474673726
