General,number_of_battles,WAR,aWAR
Andrew A. Humphreys,3,-0.16030090786793855,-0.05343363595597952
"Andrew Blayney, 11th Baron Blayney",1,-1.049857976780389,-1.049857976780389
"Andrew Cunningham, 1st Viscount Cunningham of Hyndhope",5,2.7179416557045637,0.5435883311409128
Andrew Davis Bruce,1,0.932766940130576,0.932766940130576
Andrew Gilbert Wauchope,1,-1.0521852400032803,-1.0521852400032803
"Andrew Harclay, 1st Earl of Carlisle",1,0.9503005827210246,0.9503005827210246
Andrew Holmes (army officer),2,-0.09659350238124409,-0.048296751190622045
Andrew Hull Foote,3,2.8314574125209844,0.9438191375069948
Andrew Jackson,5,3.771611676044093,0.7543223352088186
Andrew Jackson Smith,1,0.9178844534386515,0.9178844534386515
Andrew Lewis (soldier),1,-1.0481169871251472,-1.0481169871251472
Andrew Mackay (British Army officer),1,0.9501423397056417,0.9501423397056417
Andrew Moray,1,0.946686654132475,0.946686654132475
Andrew Pickens (congressman),1,0.9516867915357782,0.9516867915357782
Andrew Trollope,2,-0.09227789886572346,-0.04613894943286173
Andrew Whitehead,1,0.9517564184625465,0.9517564184625465
Andrey II of Vladimir,1,0.9468192363826022,0.9468192363826022
Andrey Kurbsky,1,0.9515662103580564,0.9515662103580564
Andrey Yeryomenko,2,-0.1839560006985258,-0.0919780003492629
Andries Pretorius,2,-0.09687760009676183,-0.048438800048380914
Andronikos Doukas (cousin of Michael VII),1,-1.0658402048480242,-1.0658402048480242
Andronikos III Palaiologos,1,-1.0495411742635927,-1.0495411742635927
Andronikos Kontostephanos,2,-0.11190003277319471,-0.05595001638659736
Andronikos Lapardas,1,-1.058719269155797,-1.058719269155797
András Gáspár (general),1,0.9476698952834983,0.9476698952834983
André Beaufre,1,0.8711790750296089,0.8711790750296089
André Masséna,6,5.6793561028249275,0.9465593504708213
André Vidal de Negreiros,1,0.9523893905240779,0.9523893905240779
Andrés Pico,2,-0.09679573695490329,-0.048397868477451644
Andrés Reggio,1,-1.0474266456496508,-1.0474266456496508
Aneroëstes,1,-0.8296589227395432,-0.8296589227395432
Angelo Iachino,3,-2.1396858944828607,-0.713228631494287
Angelo Trevisan,1,-1.0484331566698821,-1.0484331566698821
Angelo della Pergola,1,0.9097105329454073,0.9097105329454073
"Angus Du Mackay, 7th of Strathnaver",1,0.9515662103580564,0.9515662103580564
Anikita Repnin,1,-1.0395718642944742,-1.0395718642944742
Ankokuji Ekei,1,0.9471357224133679,0.9471357224133679
"Anne Antoine, Comte d'Aché",1,-0.047282813148756375,-0.047282813148756375
Anne Hilarion de Tourville,3,1.81802229280415,0.6060074309347167
Anne Jules de Noailles,1,0.9439708621057112,0.9439708621057112
Anne de Joyeuse,1,-1.0285855206030567,-1.0285855206030567
Anne de Montmorency,3,-1.1755747340543672,-0.3918582446847891
Ante Gotovina,1,0.9104233428445511,0.9104233428445511
Ante Pavelić,1,-1.621585070284314,-1.621585070284314
Antero Rubín,1,-1.0480316426369503,-1.0480316426369503
Anthonie II Schetz,1,-1.0506488753712724,-1.0506488753712724
Anthony Durnford,1,-1.0490148579944294,-1.0490148579944294
Anthony Eden,1,0.8711790750296089,0.8711790750296089
Anthony Perry,2,-2.1057285551732643,-1.0528642775866321
Anthony Pohlmann,1,-0.6887501243848031,-0.6887501243848031
Anthony Van Egmond,1,-1.0484999352223736,-1.0484999352223736
Anthony Wayne,3,0.8489711833754031,0.2829903944584677
Anthony de Lignieres,1,0.9534654430286812,0.9534654430286812
Antigonus I Monophthalmus,4,0.4466105753469949,0.11165264383674872
Antigonus II Gonatas,1,0.9515662103580564,0.9515662103580564
Antigonus III Doson,1,0.9305279030499635,0.9305279030499635
Antiochus (admiral),1,-1.0484081542734516,-1.0484081542734516
Antiochus III the Great,4,-2.094896477807734,-0.5237241194519335
Antipater,2,1.8261271509151027,0.9130635754575513
Antiphilus (general),1,-1.005005028833106,-1.005005028833106
Antoine III de Gramont,1,-1.080726920067056,-1.080726920067056
Antoine Nompar de Caumont,1,-1.055870894878906,-1.055870894878906
Antoine Pano,1,0.9503005827210246,0.9503005827210246
Antoine de Goignies,1,-1.0563456239250544,-1.0563456239250544
Antoine de Mitry,1,0.9515662103580564,0.9515662103580564
Antoine-Guillaume Rampon,1,0.9493742393118695,0.9493742393118695
Anton Lopatin,1,0.951566843330118,0.951566843330118
Anton Tus,1,-1.0478637983005346,-1.0478637983005346
Anton Wilhelm von L'Estocq,1,-1.0389602402549052,-1.0389602402549052
Anton von Saltza,1,0.571783289925292,0.571783289925292
Antoni Aleksander Iliński,2,1.8382534173812135,0.9191267086906068
Antoni Chruściel,1,-1.0593522412173282,-1.0593522412173282
Antoni Franch i Estalella,1,0.9521994989056185,0.9521994989056185
Antoni de Villarroel,1,-1.0440026687251935,-1.0440026687251935
Antonino Toscano,1,-1.048001975653229,-1.048001975653229
Antonio Canales Rosillo,1,-1.0436412416780592,-1.0436412416780592
Antonio Caraffa,1,0.9230827840751775,0.9230827840751775
Antonio Castejón Espinosa,1,0.9514225070285954,0.9514225070285954
Antonio Cárdenas Rodríguez,1,0.8629504382297016,0.8629504382297016
Antonio González de Balcarce,1,-1.0541302217096948,-1.0541302217096948
Antonio Grimani,1,-1.0574949207122697,-1.0574949207122697
Antonio José de Sucre,1,0.9506262468466824,0.9506262468466824
Antonio Loredan,1,0.9515744389948563,0.9515744389948563
Antonio Luna,2,-0.1050006373025032,-0.0525003186512516
Antonio López de Santa Anna,7,-5.328306331736471,-0.7611866188194958
Antonio Zabala,1,-1.0484272501754073,-1.0484272501754073
"Antonio de Leyva, Duke of Terranova",1,0.9985610881528112,0.9985610881528112
Antonio de Oquendo,2,-0.10621605886997176,-0.05310802943498588
Antoniotto Botta Adorno,2,0.9173844196535522,0.4586922098267761
Antti Pennanen,1,-1.0484337896419436,-1.0484337896419436
António Filipe Camarão,1,0.9523893905240779,0.9523893905240779
António I of Kongo,1,-1.0563456239250544,-1.0563456239250544
"António Luís de Meneses, 1st Marquis of Marialva",2,1.8207316617682916,0.9103658308841458
"António Luís de Sousa, 2nd Marquis of Minas",1,0.9446038341672426,0.9446038341672426
Anwar Sadat,1,-0.7925051107416986,-0.7925051107416986
Aonghas Óg,1,0.951566843330118,0.951566843330118
Apollonius (Seleucid army),1,-1.0478005010943814,-1.0478005010943814
Appius Claudius Pulcher (consul 212 BC),1,-1.0357740319252864,-1.0357740319252864
Ar-pi-uck-i,1,0.9516931212563935,0.9516931212563935
Arab Liberation Army,1,-1.029824094546892,-1.029824094546892
Arabian Peninsula,2,-1.2667621394836552,-0.6333810697418276
Aracus (admiral),1,0.9271150016920128,0.9271150016920128
Aragdus,2,-1.2667621394836552,-0.6333810697418276
Araki Murashige,1,0.9420719459211173,0.9420719459211173
Arbogast (general),1,-1.0349828168483721,-1.0349828168483721
Arbupales,1,-0.8922647111127772,-0.8922647111127772
Archduke,1,-1.0328623604422422,-1.0328623604422422
"Archduke Albrecht, Duke of Teschen",1,0.9753029791515119,0.9753029791515119
"Archduke Charles, Duke of Teschen",5,-3.167001933472719,-0.6334003866945438
Archduke Eugen of Austria,2,-0.16967021120247916,-0.08483510560123958
Archduke Ferdinand Karl Joseph of Austria-Este,1,0.9015750438704969,0.9015750438704969
"Archduke Friedrich, Duke of Teschen",1,-0.7477717439285333,-0.7477717439285333
Archduke John of Austria,2,0.06355580813478301,0.031777904067391505
Archduke Joseph August of Austria,1,-0.6932447616334708,-0.6932447616334708
Archduke Joseph Ferdinand of Austria,1,-0.6057037043941885,-0.6057037043941885
Archduke Leopold Wilhelm of Austria,2,-2.0863197851307107,-1.0431598925653554
Archduke Louis of Austria,1,-1.0617258864480705,-1.0617258864480705
Archelaus (general),3,-3.082794111905489,-1.0275980373018296
Archestratus,1,0.9385192912003905,0.9385192912003905
"Archibald Campbell, 2nd Earl of Argyll",1,-1.0373564620791147,-1.0373564620791147
"Archibald Campbell, 5th Earl of Argyll",1,-1.046534556971319,-1.046534556971319
"Archibald Campbell, 7th Earl of Argyll",1,-1.0452686128482562,-1.0452686128482562
Archibald Douglas (died 1333),1,-1.0525477915558665,-1.0525477915558665
"Archibald Douglas, 4th Earl of Douglas",2,-2.0952845161579976,-1.0476422580789988
"Archibald Douglas, 5th Earl of Angus",1,0.9572632753978692,0.9572632753978692
"Archibald Douglas, 6th Earl of Angus",2,-0.10683625628094406,-0.05341812814047203
Archibald H. Gillespie,1,-1.0484486644853896,-1.0484486644853896
Archibald Murray,2,-0.1012980672285757,-0.05064903361428785
Archibald Paris (Royal Marines officer),1,-1.0009605685410634,-1.0009605685410634
Archibald S. Dobbins,1,-1.0233562861548957,-1.0233562861548957
Archibald Stoddart,1,0.9504158668369307,0.9504158668369307
Archibald Vincent Arnold,1,0.9059925384138318,0.9059925384138318
Ardaric,1,0.9515662103580564,0.9515662103580564
Ardashir I,1,0.951566843330118,0.951566843330118
Ardashir II,1,-0.04843378964194358,-0.04843378964194358
Ardeshir Tarapore,2,-0.058188178959926784,-0.029094089479963392
Arend Dickmann,1,0.9501282018351417,0.9501282018351417
Ares (General),1,-1.0448888296113374,-1.0448888296113374
Arghun Aqa,1,0.9088409126907228,0.9088409126907228
Ariabignes,2,-0.8585364923295478,-0.4292682461647739
Ariaeus,1,-0.06924413728794758,-0.06924413728794758
Aribaeus,2,-1.2667621394836552,-0.6333810697418276
Ariel Sharon,7,3.4864223781968207,0.49806033974240294
Arikhgiya,1,1.7023776343934292,1.7023776343934292
Arima Harunobu,1,0.9456482380687693,0.9456482380687693
Arimnestos,1,0.9484016665364305,0.9484016665364305
Ariobarzanes of Persis,1,-1.0482119329343769,-1.0482119329343769
Ariovistus,1,-1.0262794510023163,-1.0262794510023163
Aristagoras,1,-1.0171350847308764,-1.0171350847308764
Aristeus,1,-1.0457709986056005,-1.0457709986056005
Aristides,1,0.9484016665364305,0.9484016665364305
Aristion,1,-1.0484331566698821,-1.0484331566698821
Ariston of Macedon,1,0.936691683398101,0.936691683398101
Ariston of Paionia,1,0.936691683398101,0.936691683398101
Aritomo Gotō,2,-0.10806493703399422,-0.05403246851699711
Arjan Singh,1,-0.17593031808497717,-0.17593031808497717
Arkan,2,-0.10557031215788137,-0.05278515607894069
Arleigh Burke,2,1.900687901172967,0.9503439505864835
Armand De Ceuninck,1,-0.04843378964194358,-0.04843378964194358
Armand Philippon,1,-1.0469326963980221,-1.0469326963980221
"Armand de Gontaut, baron de Biron",1,0.9173261571431863,0.9173261571431863
Armand de Périgord,1,-1.0449521268174906,-1.0449521268174906
Armand-Octave-Marie d’Allonville,1,0.9420719459211173,0.9420719459211173
Armando Diaz,2,1.7294720276013527,0.8647360138006763
Arminius,2,-0.10382932250263954,-0.05191466125131977
Army Group B,2,-1.7565339448169572,-0.8782669724084786
Army Group Centre,1,-0.805767809066341,-0.805767809066341
Army Group North,1,0.3185944653127619,0.3185944653127619
Army Group South,3,0.13311143038655082,0.04437047679551694
Army Group Vistula,1,-0.805767809066341,-0.805767809066341
Arnaldo Ochoa,1,0.9278300745366626,0.9278300745366626
Arnegisclus,1,-1.0484337896419436,-1.0484337896419436
"Arnold van Keppel, 1st Earl of Albemarle",1,-1.0451103698328734,-1.0451103698328734
"Arnout IV, Count of Aarschot",1,0.9452368062287739,0.9452368062287739
Arpad Wigand,1,0.9509050710397869,0.9509050710397869
Arsames (satrap of Cilicia),2,-1.8005918046168328,-0.9002959023084164
Arsenio Linares y Pombo,1,-1.0482245923756075,-1.0482245923756075
Arshak Ter-Gukasov,1,-1.0674226350018525,-1.0674226350018525
Arsinoe IV of Egypt,2,-2.0639124801933906,-1.0319562400966953
Arsites,1,-0.8922647111127772,-0.8922647111127772
Arso Jovanović,1,-0.04843315666988205,-0.04843315666988205
Artabanus IV of Parthia,1,-0.04843378964194358,-0.04843378964194358
Artabanus V of Parthia,1,-1.0484337896419436,-1.0484337896419436
Artacamas,2,-1.2667621394836552,-0.6333810697418276
Artaphernes (son of Artaphernes),2,-0.07089513232963829,-0.035447566164819144
Artaxerxes II of Persia,1,-0.03577403192528631,-0.03577403192528631
Artaxerxes III,1,1.0604377214274752,1.0604377214274752
Artayntes,1,-0.9862945610416065,-0.9862945610416065
Artemio Ricarte,1,0.916120091398333,0.916120091398333
Artemisia I of Caria,2,-0.8585364923295478,-0.4292682461647739
Arthur Aitken,1,-1.0459015849097875,-1.0459015849097875
Arthur Arz von Straußenburg,1,-1.0484331566698821,-1.0484331566698821
Arthur Brooke (British Army officer),2,-0.09128575451793819,-0.045642877258969095
Arthur Currie,1,-0.04843378964194358,-0.04843378964194358
Arthur D. Simons,1,0.9514399324317809,0.9514399324317809
Arthur Dewey Struble,2,1.843867371395996,0.921933685697998
Arthur Haselrig,1,-1.074080335012308,-1.074080335012308
"Arthur Herbert, 1st Earl of Torrington",2,-2.086079508744734,-1.043039754372367
"Arthur III, Duke of Brittany",1,0.9501106911025652,0.9501106911025652
Arthur MacArthur Jr.,2,1.8842388376514643,0.9421194188257321
Arthur Percival,2,-2.26552419875489,-1.132762099377445
Arthur Sinclair,1,-1.0482119329343769,-1.0482119329343769
Arthur St. Clair,2,-2.097499918373357,-1.0487499591866785
"Arthur Tedder, 1st Baron Tedder",1,0.3020425623897486,0.3020425623897486
Arthur Trudeau,1,0.9455532922595395,0.9455532922595395
"Arthur Wellesley, 1st Duke of Wellington",18,14.223504873201843,0.7901947151778802
Artuk Bey,1,0.9594786776132287,0.9594786776132287
Arturo Prat,1,-1.0485773056568073,-1.0485773056568073
Artúr Görgei,3,0.8381874202538551,0.279395806751285
Arughtai,1,0.9515662103580564,0.9515662103580564
Arun Shridhar Vaidya,1,0.951545282361107,0.951545282361107
Arwad,1,0.09243041832705498,0.09243041832705498
As-Salih Ayyub,1,0.8989300484399716,0.8989300484399716
"As-Salih Ismail, Emir of Damascus",1,-1.0449521268174906,-1.0449521268174906
Asad Ghanma,1,-0.9884656051492027,-0.9884656051492027
Asad ibn Abdallah al-Qasri,2,-0.09908266501321605,-0.04954133250660803
Asaf Simhoni,1,0.8711790750296089,0.8711790750296089
Asahina Yasutomo,1,-1.0563456239250544,-1.0563456239250544
Asakura Yoshikage,3,-3.1317231687478913,-1.0439077229159637
Asano Nagaakira,1,0.9499840966902589,0.9499840966902589
Asano Yoshinaga,1,0.9588457055516975,0.9588457055516975
Ashikaga Haruuji,1,-1.0215321605408314,-1.0215321605408314
Ashikaga Tadayoshi,1,0.940489515767289,0.940489515767289
Ashikaga Takauji,1,0.940489515767289,0.940489515767289
Ashina Buzhen,1,0.9484016665364305,0.9484016665364305
Ashina Daozi,1,-1.0326091716176298,-1.0326091716176298
Ashina Helu,1,-1.0167848700793465,-1.0167848700793465
Ashina Mishe,1,0.9484016665364305,0.9484016665364305
Ashina Xian,1,0.9515662103580564,0.9515662103580564
Ashina Xin,1,0.9515662103580564,0.9515662103580564
Ashraf Hotak,1,-1.034191601771458,-1.034191601771458
Ashtat,1,0.8534558573067318,0.8534558573067318
Ashurbanipal,1,0.9515662103580564,0.9515662103580564
Aslambek Ismailov,1,-1.0470092860174673,-1.0470092860174673
Aslan Maskhadov,2,-2.092989992434946,-1.046494996217473
Asparuh of Bulgaria,1,0.9515662103580564,0.9515662103580564
Assam Nsudoh,1,0.951566843330118,0.951566843330118
Astorre I Manfredi,1,0.9506170687517902,0.9506170687517902
Astyages,1,-2.678940351508118,-2.678940351508118
Atahualpa,2,-0.09639253375170798,-0.04819626687585399
Athens,1,-1.0373564620791147,-1.0373564620791147
Atif Dudaković,1,0.9104233428445511,0.9104233428445511
Atizyes,1,-0.9083270935040556,-0.9083270935040556
Atoc,1,-1.0484331566698821,-1.0484331566698821
Atropates,1,-1.0243805348177224,-1.0243805348177224
Attalus I,1,0.9659497769335427,0.9659497769335427
Attalus II Philadelphus,1,-1.0484331566698821,-1.0484331566698821
Attila,1,0.951566843330118,0.951566843330118
Attiqur Rahman,1,0.021404420747438896,0.021404420747438896
Aubertin Walter Sothern Mallaby,1,0.9610611077670571,0.9610611077670571
Aubrey Fitch,1,-1.0339282875345126,-1.0339282875345126
Aubrey Newman,1,0.940489515767289,0.940489515767289
August Karl von Goeben,1,0.9411224878288204,0.9411224878288204
August Kautz,1,-1.0498576602943583,-1.0498576602943583
August Neidhardt von Gneisenau,1,-1.019949730387003,-1.019949730387003
August von Mackensen,3,-2.2873396665613988,-0.7624465555204663
August von Werder,2,1.8778141712269214,0.9389070856134607
Auguste Hirschauer,1,0.5907724517712318,0.5907724517712318
Auguste de Marmont,6,-0.3434643754263844,-0.05724406257106407
Auguste-Alexandre Ducrot,2,-2.050962264517464,-1.025481132258732
Augustin Dubail,2,-2.11110850121025,-1.055554250605125
Augustine Birrell,1,0.9569467893671034,0.9569467893671034
Augustine Prévost,1,0.9537299421496938,0.9537299421496938
Augustus,7,5.72977401180691,0.8185391445438442
Augustus II the Strong,1,-0.8889663157018493,-0.8889663157018493
"Augustus Keppel, 1st Viscount Keppel",1,-0.05260461568185491,-0.05260461568185491
Augustus Kilty,1,0.9504158668369307,0.9504158668369307
Augustus Leopold Kuper,1,0.9469062447575083,0.9469062447575083
"Augustus William, Duke of Brunswick-Bevern",2,1.8892076683344854,0.9446038341672427
Aulus Allienus,2,-1.693301607527431,-0.8466508037637155
Aulus Hirtius,2,1.876231741073093,0.9381158705365465
Aulus Plautius,1,0.9373246554596324,0.9373246554596324
Aurelian,2,1.7843509948540353,0.8921754974270176
Aurelio García,1,-0.048145808154123705,-0.048145808154123705
Autaritus,1,-1.0326091716176298,-1.0326091716176298
Avidius Cassius,1,0.9515662103580564,0.9515662103580564
Avigdor Ben-Gal,1,0.9515662103580564,0.9515662103580564
Aviv Kochavi,1,0.9515662103580564,0.9515662103580564
Avraham Adan,3,0.845673917294099,0.2818913057646997
Avraham Yoffe,1,0.8711790750296089,0.8711790750296089
Avtonom Golovin,1,-1.0438310964182098,-1.0438310964182098
Ayad Futayyih Al-Rawi,1,0.9199179237675209,0.9199179237675209
Aylmer Hunter-Weston,5,-3.2517286804434415,-0.6503457360886883
Ayman al-Zawahiri,1,-1.0483068787436065,-1.0483068787436065
"Aymer de Valence, 2nd Earl of Pembroke",3,-1.137277498587829,-0.3790924995292763
Ayub Khan (Emir of Afghanistan),2,-0.08600685357770521,-0.043003426788852606
Ayub Khan (general),1,0.021404420747438896,0.021404420747438896
Azai Hisamasa,1,0.9480851805056649,0.9480851805056649
Azai Nagamasa,4,-2.1821821525007046,-0.5455455381251761
Azarethes,1,1.1545167757221737,1.1545167757221737
Azum Asoya,3,-1.1452994700096464,-0.38176649000321544
Azzo VII d'Este,1,0.9515662103580564,0.9515662103580564
Azzone Visconti,1,0.951566843330118,0.951566843330118
B. F. A. Schilmöller,1,-1.0489082022020613,-1.0489082022020613
Baasha of Ammon,1,0.09243041832705498,0.09243041832705498
Baba Nobuharu,2,1.8888911823037196,0.9444455911518598
Babacar Gaye,1,0.9578962474594004,0.9578962474594004
Babru Bhan Yadav,1,0.9507035318387198,0.9507035318387198
Bacchides (general),1,0.9249417813409653,0.9249417813409653
Bachir Gemayel,1,-0.016726214461660324,-0.016726214461660324
Badr Organization,1,-0.21300328752288314,-0.21300328752288314
Bae Seol,1,-1.024125780504733,-1.024125780504733
Bagenal Harvey,1,-1.0515983334635695,-1.0515983334635695
Bagrat IV of Georgia,1,-1.0487499591866785,-1.0487499591866785
Bahadur Sher Khan,1,-0.932916071926446,-0.932916071926446
Bahman Jadhuyih,1,-1.0357740319252864,-1.0357740319252864
Bahram Afzali,1,-0.21300328752288314,-0.21300328752288314
Bahri Pasha,1,0.9521994989056185,0.9521994989056185
Bai Chongxi,4,-2.8065165756175734,-0.7016291439043933
Bai Qi,2,2.039222046917409,1.0196110234587046
Baibars,1,0.9452368062287739,0.9452368062287739
Baidar,1,0.9499840966902589,0.9499840966902589
Baiju,1,0.9088409126907228,0.9088409126907228
Bairam Khan,2,1.8714841341255775,0.9357420670627887
